,person_name,mentioned_in
0,A. Henry Kissinger,frus1969-76v30_d1
1,M. Nixon Richard,frus1969-76v30_d1
2,Col. George Lt. Papadopoulos,frus1969-76v30_d1
3,Col. George Lt. Papadopoulos,frus1969-76v30_d1
4,Col. George Lt. Papadopoulos,frus1969-76v30_d1
5,Constantine Tsatsos,frus1969-76v30_d2
6,Col. George Lt. Papadopoulos,frus1969-76v30_d2
7,Constantine Tsatsos,frus1969-76v30_d2
8,Brandt Willy,frus1969-76v30_d2
9,III Makarios,frus1969-76v30_d2
10,Col. George Grivas,frus1969-76v30_d2
11,Agnew Spiro T.,frus1969-76v30_d2
12,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d2
13,Col. George Lt. Papadopoulos,frus1969-76v30_d2
14,Henry Tasca,frus1969-76v30_d2
15,Kenneth Rush,frus1969-76v30_d3
16,M. Nixon Richard,frus1969-76v30_d3
17,Col. George Lt. Papadopoulos,frus1969-76v30_d3
18,Col. George Lt. Papadopoulos,frus1969-76v30_d3
19,Col. George Lt. Papadopoulos,frus1969-76v30_d3
20,Col. George Lt. Papadopoulos,frus1969-76v30_d3
21,Col. George Lt. Papadopoulos,frus1969-76v30_d3
22,Henry Tasca,frus1969-76v30_d3
23,Col. George Lt. Papadopoulos,frus1969-76v30_d3
24,Kenneth Rush,frus1969-76v30_d3
25,Col. George Lt. Papadopoulos,frus1969-76v30_d3
26,Col. George Lt. Papadopoulos,frus1969-76v30_d3
27,Col. George Lt. Papadopoulos,frus1969-76v30_d3
28,Col. George Lt. Papadopoulos,frus1969-76v30_d3
29,Col. George Lt. Papadopoulos,frus1969-76v30_d3
30,Col. George Lt. Papadopoulos,frus1969-76v30_d3
31,M. Nixon Richard,frus1969-76v30_d3
32,Col. George Lt. Papadopoulos,frus1969-76v30_d3
33,Col. George Lt. Papadopoulos,frus1969-76v30_d3
34,Col. George Lt. Papadopoulos,frus1969-76v30_d3
35,James Schlesinger,frus1969-76v30_d4
36,Col. George Lt. Papadopoulos,frus1969-76v30_d5
37,Col. George Lt. Papadopoulos,frus1969-76v30_d5
38,Col. George Lt. Papadopoulos,frus1969-76v30_d5
39,Col. George Lt. Papadopoulos,frus1969-76v30_d5
40,Col. George Lt. Papadopoulos,frus1969-76v30_d5
41,Col. George Lt. Papadopoulos,frus1969-76v30_d5
42,Col. George Lt. Papadopoulos,frus1969-76v30_d5
43,Col. George Lt. Papadopoulos,frus1969-76v30_d5
44,Col. George Lt. Papadopoulos,frus1969-76v30_d5
45,Col. George Lt. Papadopoulos,frus1969-76v30_d5
46,Col. George Lt. Papadopoulos,frus1969-76v30_d5
47,Col. George Lt. Papadopoulos,frus1969-76v30_d5
48,Col. George Lt. Papadopoulos,frus1969-76v30_d5
49,Anghelis Gen. Lt. Odysseus,frus1969-76v30_d5
50,Col. George Lt. Papadopoulos,frus1969-76v30_d5
51,Col. George Lt. Papadopoulos,frus1969-76v30_d5
52,Col. George Lt. Papadopoulos,frus1969-76v30_d5
53,Col. George Lt. Papadopoulos,frus1969-76v30_d5
54,Col. George Lt. Papadopoulos,frus1969-76v30_d5
55,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d5
56,Col. George Lt. Papadopoulos,frus1969-76v30_d5
57,Col. George Lt. Papadopoulos,frus1969-76v30_d5
58,Col. George Lt. Papadopoulos,frus1969-76v30_d5
59,Col. George Lt. Papadopoulos,frus1969-76v30_d5
60,Constantine Karamanlis,frus1969-76v30_d5
61,Col. George Lt. Papadopoulos,frus1969-76v30_d5
62,Anghelis Gen. Lt. Odysseus,frus1969-76v30_d5
63,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d5
64,Col. George Lt. Papadopoulos,frus1969-76v30_d5
65,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d5
66,Col. George Lt. Papadopoulos,frus1969-76v30_d5
67,Col. George Lt. Papadopoulos,frus1969-76v30_d5
68,Col. George Lt. Papadopoulos,frus1969-76v30_d5
69,Col. George Lt. Papadopoulos,frus1969-76v30_d5
70,Col. George Lt. Papadopoulos,frus1969-76v30_d5
71,Col. George Lt. Papadopoulos,frus1969-76v30_d5
72,Col. George Lt. Papadopoulos,frus1969-76v30_d5
73,Col. George Lt. Papadopoulos,frus1969-76v30_d5
74,Col. George Lt. Papadopoulos,frus1969-76v30_d5
75,Col. George Lt. Papadopoulos,frus1969-76v30_d5
76,Col. George Lt. Papadopoulos,frus1969-76v30_d5
77,Col. George Lt. Papadopoulos,frus1969-76v30_d5
78,Col. George Lt. Papadopoulos,frus1969-76v30_d5
79,Col. George Lt. Papadopoulos,frus1969-76v30_d5
80,Col. George Lt. Papadopoulos,frus1969-76v30_d5
81,Col. George Lt. Papadopoulos,frus1969-76v30_d6
82,Col. George Lt. Papadopoulos,frus1969-76v30_d6
83,Col. George Lt. Papadopoulos,frus1969-76v30_d6
84,Anghelis Gen. Lt. Odysseus,frus1969-76v30_d6
85,Col. George Lt. Papadopoulos,frus1969-76v30_d6
86,Col. George Lt. Papadopoulos,frus1969-76v30_d6
87,Col. George Lt. Papadopoulos,frus1969-76v30_d6
88,Col. George Lt. Papadopoulos,frus1969-76v30_d6
89,Col. George Lt. Papadopoulos,frus1969-76v30_d6
90,Col. George Lt. Papadopoulos,frus1969-76v30_d6
91,Col. George Lt. Papadopoulos,frus1969-76v30_d6
92,Anghelis Gen. Lt. Odysseus,frus1969-76v30_d6
93,Col. George Lt. Papadopoulos,frus1969-76v30_d6
94,Col. George Lt. Papadopoulos,frus1969-76v30_d6
95,Col. George Lt. Papadopoulos,frus1969-76v30_d6
96,Col. George Lt. Papadopoulos,frus1969-76v30_d6
97,Col. George Lt. Papadopoulos,frus1969-76v30_d6
98,Col. George Lt. Papadopoulos,frus1969-76v30_d6
99,Markezinis Spyro,frus1969-76v30_d7
100,Markezinis Spyro,frus1969-76v30_d7
101,Col. George Lt. Papadopoulos,frus1969-76v30_d7
102,Markezinis Spyro,frus1969-76v30_d7
103,Markezinis Spyro,frus1969-76v30_d7
104,Col. George Lt. Papadopoulos,frus1969-76v30_d7
105,Col. George Lt. Papadopoulos,frus1969-76v30_d7
106,Markezinis Spyro,frus1969-76v30_d7
107,Col. George Lt. Papadopoulos,frus1969-76v30_d7
108,Andreas Papandreou,frus1969-76v30_d7
109,Henry Tasca,frus1969-76v30_d7
110,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
111,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
112,Adamantios Androutsopoulos,frus1969-76v30_d8
113,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
114,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
115,Col. George Lt. Papadopoulos,frus1969-76v30_d8
116,Ghizikis Phaidon,frus1969-76v30_d8
117,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
118,Constantine Karamanlis,frus1969-76v30_d8
119,Andreas Papandreou,frus1969-76v30_d8
120,Constantine Karamanlis,frus1969-76v30_d8
121,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
122,Col. George Lt. Papadopoulos,frus1969-76v30_d8
123,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d8
124,Henry Tasca,frus1969-76v30_d8
125,Col. George Lt. Papadopoulos,frus1969-76v30_d9
126,Col. George Lt. Papadopoulos,frus1969-76v30_d9
127,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
128,Col. George Lt. Papadopoulos,frus1969-76v30_d9
129,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
130,Col. George Lt. Papadopoulos,frus1969-76v30_d9
131,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
132,Col. George Lt. Papadopoulos,frus1969-76v30_d9
133,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
134,Anghelis Gen. Lt. Odysseus,frus1969-76v30_d9
135,Col. George Lt. Papadopoulos,frus1969-76v30_d9
136,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
137,Col. George Lt. Papadopoulos,frus1969-76v30_d9
138,Col. George Lt. Papadopoulos,frus1969-76v30_d9
139,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
140,Col. George Lt. Papadopoulos,frus1969-76v30_d9
141,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
142,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
143,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
144,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
145,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
146,Constantine Karamanlis,frus1969-76v30_d9
147,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d9
148,Col. George Lt. Papadopoulos,frus1969-76v30_d9
149,Henry Tasca,frus1969-76v30_d9
150,Lord Winston,frus1969-76v30_d10
151,A. Henry Kissinger,frus1969-76v30_d10
152,Henry Tasca,frus1969-76v30_d10
153,Henry Tasca,frus1969-76v30_d10
154,Col. George Lt. Papadopoulos,frus1969-76v30_d10
155,Henry Tasca,frus1969-76v30_d10
156,Henry Tasca,frus1969-76v30_d10
157,Henry Tasca,frus1969-76v30_d10
158,Col. George Lt. Papadopoulos,frus1969-76v30_d10
159,Col. George Lt. Papadopoulos,frus1969-76v30_d10
160,Col. George Lt. Papadopoulos,frus1969-76v30_d10
161,Col. George Lt. Papadopoulos,frus1969-76v30_d10
162,Adamantios Androutsopoulos,frus1969-76v30_d10
163,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
164,Col. George Lt. Papadopoulos,frus1969-76v30_d10
165,Col. George Lt. Papadopoulos,frus1969-76v30_d10
166,Col. George Lt. Papadopoulos,frus1969-76v30_d10
167,Col. George Lt. Papadopoulos,frus1969-76v30_d10
168,Col. George Lt. Papadopoulos,frus1969-76v30_d10
169,Col. George Lt. Papadopoulos,frus1969-76v30_d10
170,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
171,Col. George Lt. Papadopoulos,frus1969-76v30_d10
172,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
173,Col. George Lt. Papadopoulos,frus1969-76v30_d10
174,Andreas Papandreou,frus1969-76v30_d10
175,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
176,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
177,Col. George Lt. Papadopoulos,frus1969-76v30_d10
178,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
179,James Schlesinger,frus1969-76v30_d10
180,James Schlesinger,frus1969-76v30_d10
181,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
182,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
183,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
184,Col. George Lt. Papadopoulos,frus1969-76v30_d10
185,Henry Tasca,frus1969-76v30_d10
186,Col. George Lt. Papadopoulos,frus1969-76v30_d10
187,Col. George Lt. Papadopoulos,frus1969-76v30_d10
188,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
189,Andreas Papandreou,frus1969-76v30_d10
190,Col. George Lt. Papadopoulos,frus1969-76v30_d10
191,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
192,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
193,Col. George Lt. Papadopoulos,frus1969-76v30_d10
194,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d10
195,Col. George Lt. Papadopoulos,frus1969-76v30_d10
196,Col. George Lt. Papadopoulos,frus1969-76v30_d10
197,Col. George Lt. Papadopoulos,frus1969-76v30_d10
198,Henry Tasca,frus1969-76v30_d10
199,Henry Tasca,frus1969-76v30_d10
200,James Schlesinger,frus1969-76v30_d10
201,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d11
202,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d11
203,Henry Tasca,frus1969-76v30_d11
204,A. Henry Kissinger,frus1969-76v30_d12
205,A. Henry Kissinger,frus1969-76v30_d12
206,A. Henry Kissinger,frus1969-76v30_d12
207,Lord Winston,frus1969-76v30_d12
208,Henry Tasca,frus1969-76v30_d12
209,P. Thomas Thornton,frus1969-76v30_d12
210,Henry Tasca,frus1969-76v30_d12
211,Davies P. Rodger,frus1969-76v30_d12
212,A. Henry Kissinger,frus1969-76v30_d12
213,P. Thomas Thornton,frus1969-76v30_d12
214,Henry Tasca,frus1969-76v30_d12
215,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
216,A. Henry Kissinger,frus1969-76v30_d12
217,P. Thomas Thornton,frus1969-76v30_d12
218,Henry Tasca,frus1969-76v30_d12
219,Col. George Lt. Papadopoulos,frus1969-76v30_d12
220,A. Henry Kissinger,frus1969-76v30_d12
221,Henry Tasca,frus1969-76v30_d12
222,A. Henry Kissinger,frus1969-76v30_d12
223,Henry Tasca,frus1969-76v30_d12
224,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
225,A. Henry Kissinger,frus1969-76v30_d12
226,Henry Tasca,frus1969-76v30_d12
227,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
228,A. Henry Kissinger,frus1969-76v30_d12
229,Henry Tasca,frus1969-76v30_d12
230,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
231,Adamantios Androutsopoulos,frus1969-76v30_d12
232,Andreas Papandreou,frus1969-76v30_d12
233,A. Henry Kissinger,frus1969-76v30_d12
234,Henry Tasca,frus1969-76v30_d12
235,A. Henry Kissinger,frus1969-76v30_d12
236,Henry Tasca,frus1969-76v30_d12
237,A. Henry Kissinger,frus1969-76v30_d12
238,Henry Tasca,frus1969-76v30_d12
239,A. Henry Kissinger,frus1969-76v30_d12
240,Henry Tasca,frus1969-76v30_d12
241,P. Rogers William,frus1969-76v30_d12
242,Benjamin Rosenthal S.,frus1969-76v30_d12
243,A. Henry Kissinger,frus1969-76v30_d12
244,Henry Tasca,frus1969-76v30_d12
245,A. Henry Kissinger,frus1969-76v30_d12
246,Henry Tasca,frus1969-76v30_d12
247,A. Henry Kissinger,frus1969-76v30_d12
248,J. Joseph Sisco,frus1969-76v30_d12
249,A. Henry Kissinger,frus1969-76v30_d12
250,J. Joseph Sisco,frus1969-76v30_d12
251,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
252,A. Henry Kissinger,frus1969-76v30_d12
253,J. Joseph Sisco,frus1969-76v30_d12
254,Col. George Lt. Papadopoulos,frus1969-76v30_d12
255,A. Henry Kissinger,frus1969-76v30_d12
256,J. Joseph Sisco,frus1969-76v30_d12
257,Col. George Lt. Papadopoulos,frus1969-76v30_d12
258,A. Henry Kissinger,frus1969-76v30_d12
259,Henry Tasca,frus1969-76v30_d12
260,J. Joseph Sisco,frus1969-76v30_d12
261,Henry Tasca,frus1969-76v30_d12
262,Adamantios Androutsopoulos,frus1969-76v30_d12
263,A. Henry Kissinger,frus1969-76v30_d12
264,Adamantios Androutsopoulos,frus1969-76v30_d12
265,Henry Tasca,frus1969-76v30_d12
266,A. Henry Kissinger,frus1969-76v30_d12
267,Henry Tasca,frus1969-76v30_d12
268,A. Henry Kissinger,frus1969-76v30_d12
269,Henry Tasca,frus1969-76v30_d12
270,A. Henry Kissinger,frus1969-76v30_d12
271,Henry Tasca,frus1969-76v30_d12
272,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
273,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
274,A. Henry Kissinger,frus1969-76v30_d12
275,Henry Tasca,frus1969-76v30_d12
276,A. Henry Kissinger,frus1969-76v30_d12
277,Henry Tasca,frus1969-76v30_d12
278,A. Henry Kissinger,frus1969-76v30_d12
279,Henry Tasca,frus1969-76v30_d12
280,P. Thomas Thornton,frus1969-76v30_d12
281,A. Henry Kissinger,frus1969-76v30_d12
282,Henry Tasca,frus1969-76v30_d12
283,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
284,Lord Winston,frus1969-76v30_d12
285,J. Joseph Sisco,frus1969-76v30_d12
286,A. Henry Kissinger,frus1969-76v30_d12
287,Lord Winston,frus1969-76v30_d12
288,Henry Tasca,frus1969-76v30_d12
289,P. Rogers William,frus1969-76v30_d12
290,Benjamin Rosenthal S.,frus1969-76v30_d12
291,A. Henry Kissinger,frus1969-76v30_d12
292,Henry Tasca,frus1969-76v30_d12
293,A. Henry Kissinger,frus1969-76v30_d12
294,Henry Tasca,frus1969-76v30_d12
295,A. Henry Kissinger,frus1969-76v30_d12
296,Henry Tasca,frus1969-76v30_d12
297,A. Henry Kissinger,frus1969-76v30_d12
298,Davies P. Rodger,frus1969-76v30_d12
299,A. Henry Kissinger,frus1969-76v30_d12
300,Benjamin Rosenthal S.,frus1969-76v30_d12
301,Henry Tasca,frus1969-76v30_d12
302,Benjamin Rosenthal S.,frus1969-76v30_d12
303,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d12
304,A. Henry Kissinger,frus1969-76v30_d12
305,P. Rogers William,frus1969-76v30_d12
306,P. Thomas Thornton,frus1969-76v30_d12
307,Benjamin Rosenthal S.,frus1969-76v30_d12
308,Lord Winston,frus1969-76v30_d12
309,A. Henry Kissinger,frus1969-76v30_d12
310,P. Rogers William,frus1969-76v30_d12
311,Andreas Papandreou,frus1969-76v30_d12
312,Andreas Papandreou,frus1969-76v30_d12
313,Henry Tasca,frus1969-76v30_d12
314,A. Henry Kissinger,frus1969-76v30_d12
315,G. Hyland William,frus1969-76v30_d12
316,A. Henry Kissinger,frus1969-76v30_d12
317,Andreas Papandreou,frus1969-76v30_d12
318,Benjamin Rosenthal S.,frus1969-76v30_d12
319,Andreas Papandreou,frus1969-76v30_d12
320,G. Hyland William,frus1969-76v30_d12
321,Henry Tasca,frus1969-76v30_d12
322,Andreas Papandreou,frus1969-76v30_d12
323,Andreas Papandreou,frus1969-76v30_d12
324,Andreas Papandreou,frus1969-76v30_d12
325,A. Henry Kissinger,frus1969-76v30_d12
326,Andreas Papandreou,frus1969-76v30_d12
327,Henry Tasca,frus1969-76v30_d12
328,A. Henry Kissinger,frus1969-76v30_d12
329,Andreas Papandreou,frus1969-76v30_d12
330,G. Hyland William,frus1969-76v30_d12
331,A. Henry Kissinger,frus1969-76v30_d12
332,Henry Tasca,frus1969-76v30_d12
333,A. Henry Kissinger,frus1969-76v30_d12
334,Lord Winston,frus1969-76v30_d12
335,A. Henry Kissinger,frus1969-76v30_d12
336,J. Joseph Sisco,frus1969-76v30_d12
337,J. Joseph Sisco,frus1969-76v30_d12
338,A. Henry Kissinger,frus1969-76v30_d12
339,J. Joseph Sisco,frus1969-76v30_d12
340,A. Henry Kissinger,frus1969-76v30_d12
341,J. Joseph Sisco,frus1969-76v30_d12
342,A. Henry Kissinger,frus1969-76v30_d12
343,Henry Tasca,frus1969-76v30_d12
344,Henry Tasca,frus1969-76v30_d12
345,A. Henry Kissinger,frus1969-76v30_d12
346,Benjamin Rosenthal S.,frus1969-76v30_d12
347,J. Joseph Sisco,frus1969-76v30_d12
348,A. Henry Kissinger,frus1969-76v30_d12
349,J. Joseph Sisco,frus1969-76v30_d12
350,A. Henry Kissinger,frus1969-76v30_d12
351,Henry Tasca,frus1969-76v30_d12
352,A. Henry Kissinger,frus1969-76v30_d12
353,Bonanos Gen. Grigorios,frus1969-76v30_d13
354,Col. George Lt. Papadopoulos,frus1969-76v30_d13
355,Constantine Karamanlis,frus1969-76v30_d13
356,Col. George Lt. Papadopoulos,frus1969-76v30_d13
357,Constantine Karamanlis,frus1969-76v30_d13
358,Col. George Lt. Papadopoulos,frus1969-76v30_d13
359,Col. George Lt. Papadopoulos,frus1969-76v30_d13
360,Constantine Karamanlis,frus1969-76v30_d13
361,Col. George Lt. Papadopoulos,frus1969-76v30_d13
362,Bonanos Gen. Grigorios,frus1969-76v30_d13
363,Col. George Lt. Papadopoulos,frus1969-76v30_d13
364,Col. George Lt. Papadopoulos,frus1969-76v30_d13
365,Col. George Lt. Papadopoulos,frus1969-76v30_d13
366,Col. George Lt. Papadopoulos,frus1969-76v30_d13
367,Constantine Karamanlis,frus1969-76v30_d13
368,Constantine Karamanlis,frus1969-76v30_d13
369,Col. George Lt. Papadopoulos,frus1969-76v30_d13
370,Col. George Lt. Papadopoulos,frus1969-76v30_d13
371,Col. George Lt. Papadopoulos,frus1969-76v30_d13
372,III Makarios,frus1969-76v30_d13
373,III Makarios,frus1969-76v30_d13
374,Col. George Lt. Papadopoulos,frus1969-76v30_d13
375,Col. George Lt. Papadopoulos,frus1969-76v30_d13
376,Andreas Papandreou,frus1969-76v30_d13
377,Constantine Karamanlis,frus1969-76v30_d13
378,Col. George Lt. Papadopoulos,frus1969-76v30_d13
379,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
380,Henry Tasca,frus1969-76v30_d14
381,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
382,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
383,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
384,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
385,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d14
386,Henry Tasca,frus1969-76v30_d14
387,Bulent Ecevit,frus1969-76v30_d15
388,Bulent Ecevit,frus1969-76v30_d15
389,Bulent Ecevit,frus1969-76v30_d15
390,Bulent Ecevit,frus1969-76v30_d15
391,Joseph Luns M.A.H.,frus1969-76v30_d16
392,Joseph Luns M.A.H.,frus1969-76v30_d16
393,Joseph Luns M.A.H.,frus1969-76v30_d16
394,Joseph Luns M.A.H.,frus1969-76v30_d16
395,Joseph Luns M.A.H.,frus1969-76v30_d16
396,Joseph Luns M.A.H.,frus1969-76v30_d16
397,Joseph Luns M.A.H.,frus1969-76v30_d16
398,Joseph Luns M.A.H.,frus1969-76v30_d16
399,Joseph Luns M.A.H.,frus1969-76v30_d16
400,Joseph Luns M.A.H.,frus1969-76v30_d16
401,Donald H. Rumsfeld,frus1969-76v30_d16
402,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d17
403,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d17
404,Constantine Karamanlis,frus1969-76v30_d17
405,Henry Tasca,frus1969-76v30_d17
406,Henry Tasca,frus1969-76v30_d17
407,Kannellopoulos Panayiotis,frus1969-76v30_d17
408,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d17
409,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d17
410,Constantine Karamanlis,frus1969-76v30_d17
411,Constantine Karamanlis,frus1969-76v30_d17
412,Henry Tasca,frus1969-76v30_d17
413,Constantine Karamanlis,frus1969-76v30_d17
414,M. Nixon Richard,frus1969-76v30_d17
415,Constantine Karamanlis,frus1969-76v30_d18
416,Constantine Karamanlis,frus1969-76v30_d18
417,Henry Tasca,frus1969-76v30_d18
418,Georgios Mavros,frus1969-76v30_d20
419,Georgios Mavros,frus1969-76v30_d20
420,Joseph Luns M.A.H.,frus1969-76v30_d20
421,Andreas Papandreou,frus1969-76v30_d20
422,Georgios Mavros,frus1969-76v30_d20
423,Henry Tasca,frus1969-76v30_d20
424,Henry Tasca,frus1969-76v30_d21
425,Constantine Karamanlis,frus1969-76v30_d22
426,III Makarios,frus1969-76v30_d22
427,Constantine Karamanlis,frus1969-76v30_d22
428,Constantine Karamanlis,frus1969-76v30_d22
429,Constantine Karamanlis,frus1969-76v30_d22
430,Constantine Karamanlis,frus1969-76v30_d22
431,Constantine Karamanlis,frus1969-76v30_d22
432,Constantine Karamanlis,frus1969-76v30_d22
433,Constantine Karamanlis,frus1969-76v30_d22
434,Andreas Papandreou,frus1969-76v30_d22
435,Andreas Papandreou,frus1969-76v30_d22
436,Constantine Karamanlis,frus1969-76v30_d22
437,Andreas Papandreou,frus1969-76v30_d22
438,Constantine Karamanlis,frus1969-76v30_d22
439,Andreas Papandreou,frus1969-76v30_d22
440,Andreas Papandreou,frus1969-76v30_d22
441,Constantine Karamanlis,frus1969-76v30_d22
442,Andreas Papandreou,frus1969-76v30_d22
443,Constantine Karamanlis,frus1969-76v30_d22
444,Andreas Papandreou,frus1969-76v30_d22
445,Constantine Karamanlis,frus1969-76v30_d22
446,Mikis Theodorakis,frus1969-76v30_d22
447,Andreas Papandreou,frus1969-76v30_d22
448,Andreas Papandreou,frus1969-76v30_d22
449,Andreas Papandreou,frus1969-76v30_d22
450,Andreas Papandreou,frus1969-76v30_d22
451,Andreas Papandreou,frus1969-76v30_d22
452,Constantine Karamanlis,frus1969-76v30_d22
453,Constantine Karamanlis,frus1969-76v30_d22
454,Andreas Papandreou,frus1969-76v30_d22
455,Constantine Karamanlis,frus1969-76v30_d22
456,Constantine Karamanlis,frus1969-76v30_d22
457,Constantine Karamanlis,frus1969-76v30_d22
458,Constantine Karamanlis,frus1969-76v30_d22
459,Constantine Karamanlis,frus1969-76v30_d22
460,Constantine Karamanlis,frus1969-76v30_d22
461,Constantine Karamanlis,frus1969-76v30_d22
462,Constantine Karamanlis,frus1969-76v30_d22
463,Constantine Karamanlis,frus1969-76v30_d22
464,Constantine Karamanlis,frus1969-76v30_d22
465,Constantine Karamanlis,frus1969-76v30_d22
466,Constantine Karamanlis,frus1969-76v30_d22
467,Ford Gerald R.,frus1969-76v30_d23
468,Joseph Luns M.A.H.,frus1969-76v30_d23
469,Ingersoll Robert S.,frus1969-76v30_d23
470,Constantine Karamanlis,frus1969-76v30_d24
471,Joseph Luns M.A.H.,frus1969-76v30_d24
472,Constantine Karamanlis,frus1969-76v30_d24
473,Joseph Luns M.A.H.,frus1969-76v30_d24
474,Constantine Karamanlis,frus1969-76v30_d24
475,Donald H. Rumsfeld,frus1969-76v30_d24
476,Constantine Karamanlis,frus1969-76v30_d24
477,Donald H. Rumsfeld,frus1969-76v30_d24
478,Donald H. Rumsfeld,frus1969-76v30_d24
479,Constantine Karamanlis,frus1969-76v30_d24
480,Joseph Luns M.A.H.,frus1969-76v30_d24
481,Constantine Karamanlis,frus1969-76v30_d24
482,Georgios Mavros,frus1969-76v30_d24
483,Joseph Luns M.A.H.,frus1969-76v30_d24
484,Georgios Mavros,frus1969-76v30_d24
485,Georgios Mavros,frus1969-76v30_d24
486,Joseph Luns M.A.H.,frus1969-76v30_d24
487,Constantine Karamanlis,frus1969-76v30_d24
488,Constantine Karamanlis,frus1969-76v30_d24
489,Donald H. Rumsfeld,frus1969-76v30_d24
490,Joseph Luns M.A.H.,frus1969-76v30_d25
491,Joseph Luns M.A.H.,frus1969-76v30_d25
492,Joseph Luns M.A.H.,frus1969-76v30_d25
493,Donald H. Rumsfeld,frus1969-76v30_d25
494,Donald H. Rumsfeld,frus1969-76v30_d25
495,Donald H. Rumsfeld,frus1969-76v30_d25
496,Constantine Karamanlis,frus1969-76v30_d26
497,Brigadier Dimitrios Gen. Ioannides,frus1969-76v30_d26
498,Constantine Karamanlis,frus1969-76v30_d26
499,Constantine Karamanlis,frus1969-76v30_d26
500,Constantine Karamanlis,frus1969-76v30_d26
501,Constantine Karamanlis,frus1969-76v30_d26
502,Constantine Karamanlis,frus1969-76v30_d26
503,Constantine Karamanlis,frus1969-76v30_d26
504,III Makarios,frus1969-76v30_d27
505,III Makarios,frus1969-76v30_d27
506,Clerides Glaufkos,frus1969-76v30_d27
507,III Makarios,frus1969-76v30_d27
508,III Makarios,frus1969-76v30_d27
509,Andreas Papandreou,frus1969-76v30_d27
510,Andreas Papandreou,frus1969-76v30_d27
511,Andreas Papandreou,frus1969-76v30_d27
512,III Makarios,frus1969-76v30_d27
513,Andreas Papandreou,frus1969-76v30_d27
514,III Makarios,frus1969-76v30_d27
515,III Makarios,frus1969-76v30_d27
516,III Makarios,frus1969-76v30_d27
